,st,occ_code,occ_title,tot_emp,h_mean,a_mean,year
25304,PA,53305,"Insurance Appraisers, Auto Damage",670,19.17,39880,1997
25305,PA,53308,Insurance Examining Clerks,310,10.02,20840,1997
25306,PA,53311,Insurance Claims Clerks,7300,11.49,23900,1997
25307,PA,53314,Insurance Policy Processing Clerks,6520,11.27,23430,1997
25308,PA,53502,Welfare Eligibility Workers and Interviewers,7360,18.77,39030,1997
25309,PA,53505,"Investigators, Clerical",440,10.79,22440,1997
25310,PA,53508,Bill and Account Collectors,12480,10.89,22660,1997
25311,PA,53702,Court Clerks,1090,12.86,26750,1997
25312,PA,53705,Municipal Clerks,650,9.50,19760,1997
25313,PA,53708,License Clerks,380,13.10,27250,1997
25314,PA,53802,Travel Clerks,1080,8.42,17520,1997
25315,PA,53805,Reservation and Transportation Ticket Agents,7390,11.75,24450,1997
25316,PA,53808,Hotel Desk Clerks,4500,7.40,15400,1997
25317,PA,53902,Library Assistants and Bookmobile Drivers,5010,7.73,16080,1997
25318,PA,53905,"Teacher Aides and Educational Assistants, Clerical",19370,7.31,15210,1997
25319,PA,53908,Advertising Clerks,630,9.65,20080,1997
25320,PA,53911,Proofreaders and Copy Markers,1900,9.65,20060,1997
25321,PA,53914,Real Estate Clerks,560,9.30,19340,1997
25322,PA,55000,Secretarial and General Office Occupations,**,*,*,1997
25323,PA,55102,Legal Secretaries,13420,13.65,28400,1997
25324,PA,55105,Medical Secretaries,12550,10.40,21630,1997
25325,PA,55108,"Secretaries, Except Legal and Medical",119810,11.10,23090,1997
25326,PA,55302,Stenographers and/or Court Reporters,4980,13.89,28890,1997
25327,PA,55305,Receptionists and Information Clerks,49300,8.81,18330,1997
25328,PA,55307,"Typists, Including Word Processing",26780,10.96,22800,1997
25329,PA,55314,"Personnel Clerks, Except Payroll and Timekeeping",4880,12.15,25270,1997
25330,PA,55317,Correspondence Clerks,1230,10.66,22160,1997
25331,PA,55321,File Clerks,11750,8.24,17150,1997
25332,PA,55323,"Order Clerks, Materials, Merchandise, and Service",17130,10.40,21640,1997
25333,PA,55326,Procurement Clerks,2630,10.81,22480,1997
25334,PA,55328,Statistical Clerks,1980,12.08,25140,1997
25335,PA,55332,"Interviewing Clerks, Except Personnel and Social Welfare",5660,9.54,19850,1997
25336,PA,55335,"Customer Service Representatives, Utilities",8000,12.50,25990,1997
25337,PA,55338,"Bookkeeping, Accounting, and Auditing Clerks",66670,10.95,22790,1997
25338,PA,55341,Payroll and Timekeeping Clerks,7200,11.54,24000,1997
25339,PA,55344,"Billing, Cost, and Rate Clerks",17790,10.88,22640,1997
25340,PA,55347,General Office Clerks,120610,9.54,19840,1997
25341,PA,56000,Electronic Data Processing and Other Office Machine Occupations,**,*,*,1997
25342,PA,56002,"Billing, Posting, and Calculating Machine Operators",4580,9.81,20410,1997
25343,PA,56005,Duplicating Machine Operators,1550,9.53,19820,1997
25344,PA,56008,"Mail Machine Operators, Preparation and Handling",3440,9.05,18820,1997
25345,PA,56011,"Computer Operators, Except Peripheral Equipment",8400,12.42,25840,1997
25346,PA,56014,Peripheral EDP Equipment Operators,1720,12.86,26750,1997
25347,PA,56017,"Data Entry Keyers, Except Composing",14160,9.18,19100,1997
25348,PA,56021,"Data Keyers, Composing",700,11.43,23760,1997
25349,PA,56099,All Other Office Machine Operators,3640,10.81,22480,1997
25350,PA,57000,"Communications, Mail, and Message Distributing Occupations",**,*,*,1997
25351,PA,57102,Switchboard Operators,7040,9.35,19450,1997
25352,PA,57199,All Other Communications Equipment Operators,1500,15.84,32940,1997
25353,PA,57302,"Mail Clerks, Except Mail Machine Operators and Postal Service",4730,8.64,17960,1997
25354,PA,57305,Postal Mail Carriers,16600,16.57,34460,1997
25355,PA,57308,Postal Service Clerks,3880,16.55,34420,1997
25356,PA,57311,Messengers,3860,8.27,17190,1997
25357,PA,58000,"Material Recording, Scheduling, Dispatching, and Distributing Occupations",**,*,*,1997
25358,PA,58002,"Dispatchers, Police, Fire, and Ambulance",3430,10.66,22160,1997
25359,PA,58005,"Dispatchers, Except Police, Fire, and Ambulance",5580,14.20,29530,1997
25360,PA,58008,"Production, Planning, and Expediting Clerks",10020,15.15,31520,1997
25361,PA,58011,Transportation Agents,1190,11.10,23090,1997
25362,PA,58014,"Meter Readers, Utilities",1320,14.74,30650,1997
25363,PA,58017,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3330,10.89,22650,1997
25364,PA,58021,Marking Clerks,720,7.32,15220,1997
25365,PA,58023,"Stock Clerks - Stockroom, Warehouse or Storage Yard",31520,10.11,21020,1997
25366,PA,58026,"Order Fillers, Wholesale and Retail Sales",11300,9.62,20000,1997
25367,PA,58028,"Shipping, Receiving, and Traffic Clerks",46340,11.57,24050,1997
25368,PA,58099,"All Other Material Recording, Scheduling, and Distributing Workers",6730,13.49,28070,1997
25369,PA,59000,Other Clerical and Administrative Support Occupations,**,*,*,1997
25370,PA,59999,All Other Clerical and Administrative Support Workers,24670,11.51,23930,1997
25371,PA,60000,Service Occupations,,,,
25372,PA,61000,First-Line Supervisors and Managers/Supervisors - Service Occupations,**,*,*,1997
25373,PA,61002,Fire Fighting and Prevention Supervisors,860,17.35,36100,1997
25374,PA,61005,Police and Detective Supervisors,2980,22.51,46810,1997
25375,PA,61008,Housekeeping Supervisors,3630,10.34,21500,1997
25376,PA,61099,All Other Supervisors and Managers/Supervisors - Service Workers,21500,12.55,26100,1997
25377,PA,63000,Protective Service Occupations,**,*,*,1997
25378,PA,63002,Fire Inspectors,**,14.82,30830,1997
25379,PA,63005,Forest Fire Inspectors and Prevention Specialists,50,14.50,30150,1997
25380,PA,63008,Fire Fighters,2820,14.99,31180,1997
25381,PA,63011,Police Detectives,2320,22.17,46110,1997
25382,PA,63014,Police Patrol Officers,16750,17.68,36780,1997
25383,PA,63017,Correction Officers and Jailers,13630,14.78,30740,1997
25384,PA,63021,Parking Enforcement Officers,**,11.22,23340,1997
25385,PA,63023,Bailiffs,700,9.89,20570,1997
25386,PA,63028,"Criminal Investigators, Public Service",850,26.63,55400,1997
25387,PA,63032,Sheriffs and Deputy Sheriffs,1960,11.39,23700,1997
25388,PA,63035,"Detectives and Investigators, Except Public",1750,12.36,25700,1997
25389,PA,63041,Fish and Game Wardens,1290,16.21,33720,1997
25390,PA,63044,Crossing Guards,4340,6.97,14510,1997
25391,PA,63047,Guards and Watch Guards,39380,8.36,17390,1997
25392,PA,63099,All Other Protective Service Workers,5060,10.45,21730,1997
25393,PA,65000,Food and Beverage Preparation and Service Occupations,**,*,*,1997
25394,PA,65002,"Hosts and Hostesses, Restaurant, Lounge, or Coffee Shop",11110,6.77,14080,1997
25395,PA,65005,Bartenders,20330,6.49,13510,1997
25396,PA,65008,Waiters and Waitresses,91590,5.70,11870,1997
25397,PA,65011,"Food Servers, Outside",4120,7.88,16400,1997
25398,PA,65014,Dining Room and Cafeteria Attendants and Bartender Helpers,18920,6.44,13390,1997
25399,PA,65017,"Counter Attendants - Lunchroom, Coffee Shop, or Cafeteria",17310,6.21,12920,1997
25400,PA,65021,"Bakers, Bread and Pastry",8870,8.07,16790,1997
25401,PA,65023,Butchers and Meat Cutters,6720,11.42,23760,1997
25402,PA,65026,"Cooks, Restaurant",28820,7.67,15950,1997
25403,PA,65028,"Cooks, Institution or Cafeteria",14240,8.99,18710,1997
25404,PA,65032,"Cooks, Fast Food",21410,5.77,12000,1997
25405,PA,65035,"Cooks, Short Order",9550,7.15,14870,1997
25406,PA,65038,Food Preparation Workers,59880,7.02,14610,1997
25407,PA,65041,Combined Food Preparation and Service Workers,53540,6.29,13090,1997
25408,PA,65099,All Other Food Service Workers,14290,7.44,15480,1997
25409,PA,66000,Health Service and Related Occupations,**,*,*,1997
25410,PA,66002,Dental Assistants,8850,10.00,20800,1997
25411,PA,66005,Medical Assistants,10600,9.79,20370,1997
25412,PA,66008,"Nursing Aides, Orderlies, and Attendants",70150,8.89,18490,1997
25413,PA,66011,Home Health Aides,14790,7.71,16030,1997
25414,PA,66014,Psychiatric Aides,2730,12.09,25150,1997
25415,PA,66017,Physical and Corrective Therapy Assistants and Aides,4990,11.22,23330,1997
25416,PA,66021,Occupational Therapy Assistants and Aides,1320,13.69,28480,1997
25417,PA,66023,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",720,8.73,18160,1997
25418,PA,66099,All Other Health Service Workers,9480,10.21,21230,1997
25419,PA,67000,Cleaning and Building Service Occupations,**,*,*,1997
25420,PA,67002,Maids and Housekeeping Cleaners,34130,7.36,15320,1997
25421,PA,67005,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",89860,8.44,17560,1997
25422,PA,67008,Pest Controllers and Assistants,1190,11.68,24280,1997
25423,PA,67099,All Other Cleaning and Building Service Workers,10650,9.32,19380,1997
25424,PA,68000,Personal Service Occupations,**,*,*,1997
25425,PA,68002,Barbers,730,9.65,20070,1997
25426,PA,68005,"Hairdressers, Hairstylists, and Cosmetologists",18510,7.60,15810,1997
25427,PA,68008,Manicurists,1600,7.42,15440,1997
25428,PA,68011,Shampooers,1180,5.87,12220,1997
25429,PA,68014,Amusement and Recreation Attendants,7100,6.36,13230,1997
25430,PA,68017,Guides,1180,6.50,13520,1997
25431,PA,68021,"Ushers, Lobby Attendants, and Ticket Takers",2100,6.51,13530,1997
25432,PA,68023,Baggage Porters and Bellhops,880,6.58,13690,1997
25433,PA,68026,Flight Attendants,6460,*,***,1997
25434,PA,68028,"Transportation Attendants, Except Flight Attendants and Baggage Porters",**,9.51,19780,1997
25435,PA,68032,"Wardrobe, and Locker and Dressing Room Attendants",370,6.92,14400,1997
25436,PA,68035,Personal and Home Care Aides,10270,7.44,15480,1997
25437,PA,68038,Child Care Workers,15780,7.11,14790,1997
25438,PA,68041,Funeral Attendants,1360,8.52,17710,1997
25439,PA,69000,Other Service Occupations,**,*,*,1997
25440,PA,69999,All Other Service Workers,14210,8.72,18130,1997
25441,PA,70000,"Agricultural, Forestry, Fishing, and Related Occupations",,,,
25442,PA,72000,First-Line Supervisors and Managers/Supervisors - Agricultural and Related Workers,**,*,*,1997
25443,PA,72002,"First-Line Supervisors and Managers/Supervisors - Agricultural, Forestry, Fishing, and Related Workers",1080,14.79,30760,1997
25444,PA,73000,Timber Cutting and Logging Occupations,**,*,*,1997
25445,PA,73002,Fallers and Buckers,240,9.52,19810,1997
25446,PA,73008,Log-Handling Equipment Operators,400,9.06,18840,1997
25447,PA,73011,Logging Tractor Operators,340,8.75,18190,1997
25448,PA,79000,"Other Agricultural, Forestry, Fishing, and Related Occupations",**,*,*,1997
25449,PA,79002,Forest and Conservation Workers,880,11.46,23840,1997
25450,PA,79008,Log Graders and Scalers,120,11.53,23980,1997
25451,PA,79011,"Graders and Sorters, Agricultural Products",1300,8.80,18290,1997
25452,PA,79016,Animal Trainers,**,6.99,14550,1997
25453,PA,79017,"Animal Caretakers, Except Farm",3530,7.98,16600,1997
25454,PA,79021,Farm Equipment Operators,90,11.96,24880,1997
25455,PA,79033,Pruners,1280,12.62,26250,1997
25456,PA,79036,Sprayers/Applicators,1160,10.76,22380,1997
25457,PA,79041,"Laborers, Landscaping and Groundskeeping",35220,9.57,19910,1997
25458,PA,79806,Veterinary Assistants,1530,7.71,16040,1997
25459,PA,79856,"Farmworkers, Food and Fiber Crops",300,7.15,14870,1997
25460,PA,79858,"Farmworkers, Farm and Ranch Animals",300,9.74,20260,1997
25461,PA,79999,"All Other Agricultural, Forestry, Fishing, and Related Workers",2650,9.84,20460,1997
25462,PA,80000,"Production, Construction, Operating, Maintenance, and Material Handling Occupations",,,,
25463,PA,81000,"First-Line Supervisors and Managers/Supervisors - Production, Construction, Maintenance, and Related Workers",**,*,*,1997
25464,PA,81002,"First-Line Supervisors and Managers/Supervisors - Mechanics, Installers, and Repairers",19540,19.08,39690,1997
25465,PA,81005,First-Line Supervisors and Managers/Supervisors - Construction Trades and Extractive Workers,12960,19.69,40950,1997
25466,PA,81008,First-Line Supervisors and Managers/Supervisors - Production and Operating Workers,29810,18.32,38100,1997
25467,PA,81011,First-Line Supervisors and Managers/Supervisors - Transportation and Material-Moving Machine and Vehicle Operators,5520,18.56,38600,1997
25468,PA,81017,"First-Line Supervisors and Managers/Supervisors - Helpers, Laborers, and Material Movers, Hand",5670,15.90,33080,1997
25469,PA,81099,"All Other First-Line Supervisors and Managers/Supervisors - Production, Construction, Maintenance, and Related Workers",10400,19.71,41000,1997
25470,PA,83000,Inspectors and Related Occupations,**,*,*,1997
25471,PA,83002,"Precision Inspectors, Testers, and Graders",8440,13.56,28210,1997
25472,PA,83005,"Production Inspectors, Testers, Graders, Sorters, Samplers, and Weighers",20240,11.97,24890,1997
25473,PA,83008,Transportation Inspectors,790,20.80,43250,1997
25474,PA,83099,"All Other Inspectors, Testers, and Related Workers",2890,15.15,31520,1997
25475,PA,85000,"Mechanics, Installers, and Repairers",**,*,*,1997
25476,PA,85110,Machinery Maintenance Mechanics,13900,15.12,31450,1997
25477,PA,85112,"Machinery Maintenance Mechanics, Textile Machines",530,11.45,23810,1997
25478,PA,85113,"Machinery Maintenance Mechanics, Sewing Machines",440,13.26,27580,1997
25479,PA,85116,"Machinery Maintenance Mechanics, Marine Equipment",**,14.04,29200,1997
25480,PA,85117,Underground Mine Machinery Mechanics,830,17.57,36540,1997
25481,PA,85118,"Machinery Maintenance Mechanics, Water or Power Generation Plant",4020,18.50,38480,1997
25482,PA,85119,All Other Machinery Maintenance Mechanics,2230,16.41,34140,1997
25483,PA,85123,Millwrights,3730,15.45,32140,1997
25484,PA,85126,"Refractory Materials Repairers, Except Brickmasons",270,15.12,31450,1997
25485,PA,85128,Machinery Maintenance Workers,3980,14.63,30430,1997
25486,PA,85132,"Maintenance Repairers, General Utility",52560,12.14,25260,1997
25487,PA,85302,Automotive Mechanics,29990,12.60,26200,1997
25488,PA,85305,Automotive Body and Related Repairers,9000,12.42,25820,1997
25489,PA,85308,Motorcycle Repairers,520,10.56,21970,1997
25490,PA,85311,Bus and Truck Mechanics and Diesel Engine Specialists,13200,13.87,28850,1997
25491,PA,85314,"Mobile Heavy Equipment Mechanics, Except Engines",4170,15.18,31580,1997
25492,PA,85317,Rail Car Repairers,2270,14.40,29950,1997
25493,PA,85321,Farm Equipment Mechanics,900,12.65,26300,1997
25494,PA,85326,Aircraft Engine Specialists,120,18.46,38390,1997
25495,PA,85328,Small Engine Specialists,1000,10.24,21310,1997
25496,PA,85502,Central Office and PBX Installers and Repairers,2360,17.77,36960,1997
25497,PA,85505,"Frame Wirers, Central Office",420,24.39,50730,1997
25498,PA,85514,Radio Mechanics,180,13.10,27240,1997
25499,PA,85599,"All Other Communications Equipment Mechanics, Installers, and Repairers",820,19.89,41370,1997
25500,PA,85702,Telephone and Cable Television Line Installers and Repairers,5300,15.77,32800,1997
25501,PA,85705,Data Processing Equipment Repairers,3200,12.90,26820,1997
25502,PA,85708,Electronic Home Entertainment Equipment Repairers,1510,10.37,21570,1997
25503,PA,85711,Electric Home Appliance and Power Tool Repairers,1090,12.03,25030,1997
25504,PA,85714,"Electric Motor, Transformer, and Related Repairers",1090,15.23,31670,1997
25505,PA,85717,"Electronics Repairers, Commercial and Industrial Equipment",4640,15.42,32060,1997
25506,PA,85723,Electrical Power-Line Installers and Repairers,2780,23.57,49030,1997
25507,PA,85726,"Station Installers and Repairers, Telephone",1460,19.56,40690,1997
25508,PA,85728,"Electrical Installers and Repairers, Transportation Equipment",650,14.51,30180,1997
25509,PA,85799,"All Other Electrical and Electronic Equipment Mechanics, Installers, and Repairers",1430,14.17,29460,1997
25510,PA,85902,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",11960,15.11,31430,1997
25511,PA,85905,Precision Instrument Repairers,1730,16.81,34960,1997
25512,PA,85908,Electromedical and Biomedical Equipment Repairers,360,16.66,34640,1997
25513,PA,85911,Electric Meter Installers and Repairers,370,18.53,38530,1997
25514,PA,85921,Musical Instrument Repairers and Tuners,90,12.24,25460,1997
25515,PA,85923,Locksmiths and Safe Repairers,660,14.80,30780,1997
25516,PA,85926,Office Machine and Cash Register Servicers,2390,12.51,26020,1997
25517,PA,85928,Mechanical Control and Valve Installers and Repairers,700,17.46,36320,1997
25518,PA,85932,Elevator Installers and Repairers,960,25.64,53320,1997
25519,PA,85935,Riggers,150,17.63,36680,1997
25520,PA,85938,"Installers and Repairers, Manufactured Buildings, Mobile Homes, and Travel Trailers",2050,10.70,22260,1997
25521,PA,85944,Gas Appliance Repairers,430,15.97,33210,1997
25522,PA,85947,Coin and Vending Machine Servicers and Repairers,1270,11.45,23820,1997
25523,PA,85951,Bicycle Repairers,610,6.90,14350,1997
25524,PA,85953,Tire Repairers and Changers,1950,9.97,20730,1997
25525,PA,85956,"Menders, Garments, Linens, and Related",330,7.74,16090,1997
25526,PA,85999,"All Other Mechanics, Installers, and Repairers",11670,13.88,28880,1997
25527,PA,87000,Construction Trades and Extractive Occupations,**,*,*,1997
25528,PA,87102,Carpenters,32550,14.73,30630,1997
25529,PA,87105,Ceiling Tile Installers and Acoustical Carpenters,580,16.42,34160,1997
25530,PA,87108,Drywall Installers,1690,15.99,33270,1997
25531,PA,87111,Tapers,710,16.23,33750,1997
25532,PA,87114,Lathers,40,16.71,34760,1997
25533,PA,87121,Brattice Builders,50,17.20,35780,1997
